out_port,frequency,LA0,LA1,LA2,LA3,LA4,LA5,LA6,LA7,LA8,LA9
1.000000,800.000000,0.696774,0.832258,0.867742,0.764516,0.745161,0.774194,0.809677,0.787097,0.777419,0.780645
1.000000,1000.000000,0.812903,0.845161,0.867742,0.764516,0.748387,0.774194,0.812903,0.783871,0.777419,0.780645
1.000000,1200.000000,0.812903,0.841935,0.867742,0.764516,0.741935,0.770968,0.812903,0.783871,0.777419,0.783871
1.000000,1400.000000,0.812903,0.838710,0.870968,0.764516,0.738710,0.770968,0.816129,0.780645,0.777419,0.783871
1.000000,1600.000000,0.809677,0.838710,0.874194,0.764516,0.741935,0.777419,0.812903,0.777419,0.777419,0.783871
1.000000,1800.000000,0.812903,0.838710,0.874194,0.767742,0.741935,0.777419,0.812903,0.783871,0.777419,0.783871
1.000000,2000.000000,0.812903,0.848387,0.874194,0.767742,0.745161,0.774194,0.812903,0.783871,0.777419,0.777419
1.000000,2200.000000,0.812903,0.838710,0.867742,0.767742,0.745161,0.770968,0.812903,0.783871,0.777419,0.777419
1.000000,2400.000000,0.812903,0.841935,0.874194,0.764516,0.741935,0.770968,0.819355,0.783871,0.774194,0.780645
1.000000,2600.000000,0.809677,0.838710,0.874194,0.767742,0.741935,0.774194,0.816129,0.780645,0.774194,0.783871
1.000000,2800.000000,0.809677,0.838710,0.870968,0.764516,0.741935,0.777419,0.812903,0.783871,0.777419,0.783871
1.000000,3000.000000,0.812903,0.845161,0.870968,0.761290,0.745161,0.774194,0.812903,0.783871,0.777419,0.783871
1.000000,3200.000000,0.812903,0.845161,0.870968,0.767742,0.748387,0.777419,0.812903,0.783871,0.777419,0.777419
1.000000,3400.000000,0.816129,0.841935,0.870968,0.767742,0.741935,0.774194,0.816129,0.783871,0.774194,0.783871
1.000000,3600.000000,0.812903,0.838710,0.870968,0.767742,0.741935,0.774194,0.819355,0.783871,0.774194,0.783871
1.000000,3800.000000,0.806452,0.841935,0.870968,0.767742,0.741935,0.777419,0.816129,0.780645,0.777419,0.783871
1.000000,4000.000000,0.809677,0.838710,0.870968,0.764516,0.741935,0.777419,0.812903,0.783871,0.780645,0.783871
1.000000,4200.000000,0.809677,0.845161,0.870968,0.767742,0.745161,0.777419,0.809677,0.787097,0.777419,0.777419
1.000000,4400.000000,0.812903,0.838710,0.870968,0.767742,0.745161,0.767742,0.812903,0.787097,0.777419,0.783871
1.000000,4600.000000,0.812903,0.841935,0.874194,0.764516,0.741935,0.774194,0.816129,0.783871,0.777419,0.783871
1.000000,4800.000000,0.812903,0.841935,0.874194,0.767742,0.741935,0.777419,0.816129,0.783871,0.777419,0.783871
1.000000,5000.000000,0.812903,0.845161,0.874194,0.767742,0.741935,0.777419,0.812903,0.783871,0.777419,0.783871
1.000000,5200.000000,0.809677,0.838710,0.867742,0.767742,0.745161,0.774194,0.812903,0.787097,0.777419,0.783871
1.000000,5400.000000,0.812903,0.838710,0.867742,0.767742,0.745161,0.774194,0.812903,0.783871,0.777419,0.783871
1.000000,5600.000000,0.812903,0.838710,0.870968,0.764516,0.741935,0.777419,0.812903,0.783871,0.777419,0.783871
1.000000,5800.000000,0.812903,0.838710,0.870968,0.767742,0.741935,0.774194,0.816129,0.783871,0.777419,0.783871
1.000000,6000.000000,0.812903,0.845161,0.877419,0.767742,0.745161,0.774194,0.812903,0.783871,0.777419,0.783871
2.000000,800.000000,0.812903,0.838710,0.870968,0.767742,0.741935,0.774194,0.816129,0.783871,0.774194,0.783871
2.000000,1000.000000,0.812903,0.838710,0.874194,0.767742,0.741935,0.777419,0.812903,0.783871,0.777419,0.783871
2.000000,1200.000000,0.809677,0.841935,0.870968,0.767742,0.741935,0.777419,0.812903,0.783871,0.777419,0.783871
2.000000,1400.000000,0.812903,0.845161,0.867742,0.767742,0.745161,0.774194,0.812903,0.783871,0.777419,0.783871
2.000000,1600.000000,0.816129,0.845161,0.870968,0.767742,0.741935,0.774194,0.812903,0.787097,0.777419,0.783871
2.000000,1800.000000,0.812903,0.841935,0.874194,0.764516,0.741935,0.774194,0.812903,0.783871,0.774194,0.783871
2.000000,2000.000000,0.812903,0.841935,0.874194,0.767742,0.741935,0.774194,0.812903,0.783871,0.777419,0.780645
2.000000,2200.000000,0.809677,0.841935,0.874194,0.767742,0.748387,0.780645,0.816129,0.783871,0.777419,0.780645
2.000000,2400.000000,0.809677,0.845161,0.874194,0.767742,0.745161,0.777419,0.812903,0.787097,0.777419,0.783871
